text,label
"Hello Emily, I'm calling from Apple's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi Vijay, it's Robert. I'm looking at the client invoice spreadsheet you sent over, and I had a quick question about row thirty. Call me back.",Safe
"Hi, this is Ashley calling from the dentist's office. Just calling to confirm your appointment tomorrow at 7:30 PM. See you then.",Safe
"Hey Vijay, let's reschedule our coffee to next Tuesday if that works for you. I got caught up in a release build.",Safe
"Hi Vijay, it's Lisa. I'm looking at the design spec spreadsheet you sent over, and I had a quick question about row fifty. Call me back.",Safe
"Hi there, this is Robert from Microsoft. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi there, this is Karen from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey buddy, just wanted to check if you have fifteen minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hey! We are at the movie theater, we got a table outside, just come on in whenever you get parked.",Safe
"Hey! We are at Starbucks, we got a table outside, just come on in whenever you get parked.",Safe
"Hi, this is David calling from the dentist's office. Just calling to confirm your appointment tomorrow at 8:30 PM. See you then.",Safe
"Hey Brian, just calling to see if we're still on for golf this Saturday morning at 8:30 AM. Let know when you get this.",Safe
"Hey buddy, just wanted to check if you have fifty minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hi there, this is Lisa from Netflix. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey buddy, just wanted to check if you have twenty minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hey David, just calling to see if we're still on for tennis this Saturday morning at 11:15 AM. Let know when you get this.",Safe
"Hey! We are at the cafe, we got a table outside, just come on in whenever you get parked.",Safe
"Hello, this is customer service calling from the airline to inform you that your flight schedule has changed by thirty minutes. No action is required.",Safe
"Hey Vijay, let's reschedule our coffee to next Monday if that works for you. I got caught up in a release build.",Safe
"Hi Vijay, it's Karen. I'm looking at the design spec spreadsheet you sent over, and I had a quick question about row five. Call me back.",Safe
"Hey Karen, just calling to see if we're still on for hiking this Saturday morning at 4:15 AM. Let know when you get this.",Safe
"Hey John, just calling to see if we're still on for dinner this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hello Thomas, I'm calling from Oracle's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hey Brian, just calling to see if we're still on for hiking this Saturday morning at 2:30 AM. Let know when you get this.",Safe
"Hey buddy, just wanted to check if you have thirty minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hello Karen, I'm calling from Amazon's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hey Sarah, just calling to see if we're still on for golf this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hi there, this is Mike from Amazon. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey Ashley, just calling to see if we're still on for hiking this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hi Vijay, it's Brian. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row fifteen. Call me back.",Safe
"Hi there, this is Emily from Amazon. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey John, just calling to see if we're still on for hiking this Saturday morning at 2:30 AM. Let know when you get this.",Safe
"Hi Vijay, it's Jessica. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row fifty. Call me back.",Safe
"Hey David, just calling to see if we're still on for hiking this Saturday morning at 6:00 AM. Let know when you get this.",Safe
"Hello, this is customer service calling from the airline to inform you that your flight schedule has changed by fifty minutes. No action is required.",Safe
"Hi Vijay, it's Lisa. I'm looking at the client invoice spreadsheet you sent over, and I had a quick question about row fifty. Call me back.",Safe
"Hey Vijay, let's reschedule our coffee to next Friday if that works for you. I got caught up in a release build.",Safe
"Hello Brian, I'm calling from Oracle's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi Vijay, it's Robert. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row ten. Call me back.",Safe
"Hey Vijay, let's reschedule our coffee to next Wednesday if that works for you. I got caught up in a release build.",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 11:15. Keep some dinner for me please.",Safe
"Hello David, I'm calling from Meta's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 7:30. Keep some dinner for me please.",Safe
"Hello, this is customer service calling from the airline to inform you that your flight schedule has changed by ten minutes. No action is required.",Safe
"Hey Lisa, just calling to see if we're still on for dinner this Saturday morning at 4:15 AM. Let know when you get this.",Safe
"Hey Mike, just calling to see if we're still on for dinner this Saturday morning at 6:00 AM. Let know when you get this.",Safe
"Hi, this is Mike calling from the dentist's office. Just calling to confirm your appointment tomorrow at 2:30 PM. See you then.",Safe
"Hey buddy, just wanted to check if you have twelve minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hi there, this is Ashley from Google. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey Robert, just calling to see if we're still on for the gym this Saturday morning at 11:15 AM. Let know when you get this.",Safe
"Hey Emily, just calling to see if we're still on for golf this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hi there, this is Mike from Meta. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hello, this is customer service calling from the airline to inform you that your flight schedule has changed by fifteen minutes. No action is required.",Safe
"Hi Vijay, it's Lisa. I'm looking at the design spec spreadsheet you sent over, and I had a quick question about row fifteen. Call me back.",Safe
"Hi, this is Lisa calling from the dentist's office. Just calling to confirm your appointment tomorrow at 10:00 PM. See you then.",Safe
"Hello John, I'm calling from Apple's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hey Brian, just calling to see if we're still on for golf this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hello, this is customer service calling from the airline to inform you that your flight schedule has changed by twenty minutes. No action is required.",Safe
"Hi, this is Lisa calling from the dentist's office. Just calling to confirm your appointment tomorrow at 6:00 PM. See you then.",Safe
"Hi there, this is John from Netflix. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 6:00. Keep some dinner for me please.",Safe
"Hi there, this is Mike from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi Vijay, it's John. I'm looking at the budget spreadsheet you sent over, and I had a quick question about row five. Call me back.",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 2:30. Keep some dinner for me please.",Safe
"Hi Vijay, it's Robert. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row five. Call me back.",Safe
"Hi Vijay, it's Sarah. I'm looking at the budget spreadsheet you sent over, and I had a quick question about row ten. Call me back.",Safe
"Hi Vijay, it's John. I'm looking at the project timeline spreadsheet you sent over, and I had a quick question about row fifteen. Call me back.",Safe
"Hey! We are at the lobby, we got a table outside, just come on in whenever you get parked.",Safe
"Hi Vijay, it's Brian. I'm looking at the project timeline spreadsheet you sent over, and I had a quick question about row thirty. Call me back.",Safe
"Hi, this is Karen calling from the dentist's office. Just calling to confirm your appointment tomorrow at 2:30 PM. See you then.",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 8:30. Keep some dinner for me please.",Safe
"Hey Karen, just calling to see if we're still on for the gym this Saturday morning at 2:30 AM. Let know when you get this.",Safe
"Hey buddy, just wanted to check if you have ten minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hello Ashley, I'm calling from Meta's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hello Thomas, I'm calling from Meta's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi there, this is Robert from Google. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi there, this is John from Meta. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi, this is Emily calling from the dentist's office. Just calling to confirm your appointment tomorrow at 10:00 PM. See you then.",Safe
"Hi there, this is John from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi, this is Thomas calling from the dentist's office. Just calling to confirm your appointment tomorrow at 2:30 PM. See you then.",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 4:15. Keep some dinner for me please.",Safe
"Hi Vijay, it's John. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row fifty. Call me back.",Safe
"Hi Vijay, it's David. I'm looking at the design spec spreadsheet you sent over, and I had a quick question about row twenty. Call me back.",Safe
"Hi there, this is Karen from Google. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey Emily, just calling to see if we're still on for swimming this Saturday morning at 11:15 AM. Let know when you get this.",Safe
"Hey David, just calling to see if we're still on for dinner this Saturday morning at 11:15 AM. Let know when you get this.",Safe
"Hey Vijay, let's reschedule our coffee to next Thursday if that works for you. I got caught up in a release build.",Safe
"Hello, this is customer service calling from the airline to inform you that your flight schedule has changed by five minutes. No action is required.",Safe
"Hi there, this is Jessica from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hello Sarah, I'm calling from Meta's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi Vijay, it's Jessica. I'm looking at the project timeline spreadsheet you sent over, and I had a quick question about row five. Call me back.",Safe
"Hi mom, I'm calling to let you know that I'll be arriving a little later tonight, around 10:00. Keep some dinner for me please.",Safe
"Hey Emily, just calling to see if we're still on for swimming this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hello Mike, I'm calling from Netflix's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi, this is John calling from the dentist's office. Just calling to confirm your appointment tomorrow at 2:30 PM. See you then.",Safe
"Hi, this is Jessica calling from the dentist's office. Just calling to confirm your appointment tomorrow at 11:15 PM. See you then.",Safe
"Hi, this is Robert calling from the dentist's office. Just calling to confirm your appointment tomorrow at 8:30 PM. See you then.",Safe
"Hi Vijay, it's Emily. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row fifteen. Call me back.",Safe
"Hi, this is Mike calling from the dentist's office. Just calling to confirm your appointment tomorrow at 7:30 PM. See you then.",Safe
"Hi, this is Robert calling from the dentist's office. Just calling to confirm your appointment tomorrow at 2:30 PM. See you then.",Safe
"Hi there, this is David from Amazon. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi, this is Lisa calling from the dentist's office. Just calling to confirm your appointment tomorrow at 2:30 PM. See you then.",Safe
"Hi Vijay, it's Mike. I'm looking at the budget spreadsheet you sent over, and I had a quick question about row five. Call me back.",Safe
"Hi, this is Brian calling from the dentist's office. Just calling to confirm your appointment tomorrow at 10:00 PM. See you then.",Safe
"Hi there, this is Thomas from Netflix. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi Vijay, it's Jessica. I'm looking at the design spec spreadsheet you sent over, and I had a quick question about row fifty. Call me back.",Safe
"Hey John, just calling to see if we're still on for tennis this Saturday morning at 8:30 AM. Let know when you get this.",Safe
"Hey buddy, just wanted to check if you have five minutes to chat about the holiday plans. Give me a call when you're free.",Safe
"Hi there, this is Lisa from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hello Brian, I'm calling from Microsoft's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hello Mike, I'm calling from Oracle's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi, this is Robert calling from the dentist's office. Just calling to confirm your appointment tomorrow at 10:00 PM. See you then.",Safe
"Hi, this is Mike calling from the dentist's office. Just calling to confirm your appointment tomorrow at 11:15 PM. See you then.",Safe
"Hey Brian, just calling to see if we're still on for hiking this Saturday morning at 4:15 AM. Let know when you get this.",Safe
"Hi, this is Brian calling from the dentist's office. Just calling to confirm your appointment tomorrow at 8:30 PM. See you then.",Safe
"Hey Sarah, just calling to see if we're still on for the gym this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hi there, this is Thomas from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hello Sarah, I'm calling from Google's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hey Jessica, just calling to see if we're still on for dinner this Saturday morning at 2:30 AM. Let know when you get this.",Safe
"Hey! We are at the mall, we got a table outside, just come on in whenever you get parked.",Safe
"Hi there, this is David from Oracle. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi Vijay, it's John. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row ten. Call me back.",Safe
"Hi there, this is John from Amazon. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hello John, I'm calling from Oracle's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi, this is Sarah calling from the dentist's office. Just calling to confirm your appointment tomorrow at 11:15 PM. See you then.",Safe
"Hi, this is John calling from the dentist's office. Just calling to confirm your appointment tomorrow at 8:30 PM. See you then.",Safe
"Hello Thomas, I'm calling from Apple's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi there, this is Lisa from Amazon. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hello Lisa, I'm calling from Netflix's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi there, this is Emily from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hi Vijay, it's Sarah. I'm looking at the budget spreadsheet you sent over, and I had a quick question about row twenty. Call me back.",Safe
"Hi, this is Robert calling from the dentist's office. Just calling to confirm your appointment tomorrow at 6:00 PM. See you then.",Safe
"Hi there, this is Brian from Apple. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey Brian, just calling to see if we're still on for swimming this Saturday morning at 4:15 AM. Let know when you get this.",Safe
"Hey Robert, just calling to see if we're still on for dinner this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hey Mike, just calling to see if we're still on for swimming this Saturday morning at 4:15 AM. Let know when you get this.",Safe
"Hi, this is Brian calling from the dentist's office. Just calling to confirm your appointment tomorrow at 6:00 PM. See you then.",Safe
"Hey Robert, just calling to see if we're still on for tennis this Saturday morning at 2:30 AM. Let know when you get this.",Safe
"Hey Mike, just calling to see if we're still on for swimming this Saturday morning at 6:00 AM. Let know when you get this.",Safe
"Hi there, this is David from Microsoft. We have finalized the contracts and I'll send them over for your signature today.",Safe
"Hey Ashley, just calling to see if we're still on for swimming this Saturday morning at 7:30 AM. Let know when you get this.",Safe
"Hello David, I'm calling from Google's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi Vijay, it's Lisa. I'm looking at the design spec spreadsheet you sent over, and I had a quick question about row twenty. Call me back.",Safe
"Hello Jessica, I'm calling from Netflix's HR department. We loved your interview and would like to extend an offer. Can we talk today?",Safe
"Hi Vijay, it's Ashley. I'm looking at the quarterly sales spreadsheet you sent over, and I had a quick question about row fifteen. Call me back.",Safe
"Urgent notification from Bank of America bank's fraud prevention department. We detected a suspicious wire transfer of 6,150 dollars from your savings account to an account in London. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Urgent notification from Chase bank's fraud prevention department. We detected a suspicious wire transfer of 3,200 dollars from your savings account to an account in Las Vegas. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Las Vegas and I'm currently in jail. The police said I need to pay 7,500 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Hello, this is the Internal Revenue Service calling. You owe 8,900 dollars in unpaid federal taxes. If you do not pay this balance immediately using certified prepaid debit cards or wire transfer, a local sheriff will be dispatched to your home to arrest you within the next hour.",Fraud
"Urgent notification from Wells Fargo bank's fraud prevention department. We detected a suspicious wire transfer of 3,200 dollars from your savings account to an account in New York. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Urgent notification from Bank of America bank's fraud prevention department. We detected a suspicious wire transfer of 15,000 dollars from your savings account to an account in Miami. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hello, this is the Internal Revenue Service calling. You owe 4,900 dollars in unpaid federal taxes. If you do not pay this balance immediately using certified prepaid debit cards or wire transfer, a local sheriff will be dispatched to your home to arrest you within the next hour.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in London and I'm currently in jail. The police said I need to pay 15,000 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Hello, this is the Internal Revenue Service calling. You owe 6,150 dollars in unpaid federal taxes. If you do not pay this balance immediately using certified prepaid debit cards or wire transfer, a local sheriff will be dispatched to your home to arrest you within the next hour.",Fraud
"Hello this is the technical support division of Microsoft. We have received an automatic report from your Windows computer indicating that it is infected with a Trojan horse virus. Your private files and photos are at risk of being deleted. To secure your computer, please download our remote desktop software and grant me access.",Fraud
"Urgent notification from Capital One bank's fraud prevention department. We detected a suspicious wire transfer of 15,000 dollars from your savings account to an account in New York. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hello, this is officer Thomas from the Social Security Administration. We have detected fraudulent activity associated with your Social Security number eight two nine in southern Texas. There is a warrant out for your arrest. To resolve this matter and freeze your case, please press one to speak with an agent immediately.",Fraud
"Urgent notification from Capital One bank's fraud prevention department. We detected a suspicious wire transfer of 8,900 dollars from your savings account to an account in Miami. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hello, this is officer Davis from the Social Security Administration. We have detected fraudulent activity associated with your Social Security number six five four in southern Texas. There is a warrant out for your arrest. To resolve this matter and freeze your case, please press one to speak with an agent immediately.",Fraud
"Hello, this is officer Taylor from the Social Security Administration. We have detected fraudulent activity associated with your Social Security number eight two nine in southern Texas. There is a warrant out for your arrest. To resolve this matter and freeze your case, please press one to speak with an agent immediately.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Chicago and I'm currently in jail. The police said I need to pay 15,000 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Hello, this is the Internal Revenue Service calling. You owe 3,200 dollars in unpaid federal taxes. If you do not pay this balance immediately using certified prepaid debit cards or wire transfer, a local sheriff will be dispatched to your home to arrest you within the next hour.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in London and I'm currently in jail. The police said I need to pay 6,150 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Urgent notification from Chase bank's fraud prevention department. We detected a suspicious wire transfer of 6,150 dollars from your savings account to an account in Miami. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Miami and I'm currently in jail. The police said I need to pay 6,150 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Alert! Your bank account ending in 8899 has been compromised due to a security breach. A transaction of 6,150 dollars was initiated in New York. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Hello, this is officer Taylor from the Social Security Administration. We have detected fraudulent activity associated with your Social Security number four one one in southern Texas. There is a warrant out for your arrest. To resolve this matter and freeze your case, please press one to speak with an agent immediately.",Fraud
"Urgent notification from Chase bank's fraud prevention department. We detected a suspicious wire transfer of 4,900 dollars from your savings account to an account in Houston. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Moscow and I'm currently in jail. The police said I need to pay 7,500 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Hello, this is the Internal Revenue Service calling. You owe 15,000 dollars in unpaid federal taxes. If you do not pay this balance immediately using certified prepaid debit cards or wire transfer, a local sheriff will be dispatched to your home to arrest you within the next hour.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Moscow and I'm currently in jail. The police said I need to pay 8,900 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Urgent notification from Bank of America bank's fraud prevention department. We detected a suspicious wire transfer of 3,200 dollars from your savings account to an account in Chicago. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Urgent notification from Wells Fargo bank's fraud prevention department. We detected a suspicious wire transfer of 4,900 dollars from your savings account to an account in Las Vegas. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Alert! Your bank account ending in 4321 has been compromised due to a security breach. A transaction of 4,900 dollars was initiated in Chicago. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Alert! Your bank account ending in 4321 has been compromised due to a security breach. A transaction of 3,200 dollars was initiated in Miami. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Chicago and I'm currently in jail. The police said I need to pay 6,150 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Alert! Your bank account ending in 3344 has been compromised due to a security breach. A transaction of 4,900 dollars was initiated in Moscow. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in New York and I'm currently in jail. The police said I need to pay 6,150 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Hi grandma, it's me, your grandson. I got into a really bad car accident in Miami and I'm currently in jail. The police said I need to pay 7,500 dollars bail money right now. Please don't tell mom and dad, can you please wire the money to my lawyer?",Fraud
"Urgent notification from Citi bank's fraud prevention department. We detected a suspicious wire transfer of 6,150 dollars from your savings account to an account in Chicago. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Alert! Your bank account ending in 8899 has been compromised due to a security breach. A transaction of 8,900 dollars was initiated in Houston. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Alert! Your bank account ending in 8899 has been compromised due to a security breach. A transaction of 3,200 dollars was initiated in Moscow. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Alert! Your bank account ending in 4321 has been compromised due to a security breach. A transaction of 15,000 dollars was initiated in Miami. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Alert! Your bank account ending in 5566 has been compromised due to a security breach. A transaction of 3,200 dollars was initiated in Miami. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
"Urgent notification from Capital One bank's fraud prevention department. We detected a suspicious wire transfer of 7,500 dollars from your savings account to an account in Las Vegas. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Urgent notification from Capital One bank's fraud prevention department. We detected a suspicious wire transfer of 4,900 dollars from your savings account to an account in New York. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Hello, this is officer Kevin from the Social Security Administration. We have detected fraudulent activity associated with your Social Security number five zero nine in southern Texas. There is a warrant out for your arrest. To resolve this matter and freeze your case, please press one to speak with an agent immediately.",Fraud
"Urgent notification from Citi bank's fraud prevention department. We detected a suspicious wire transfer of 15,000 dollars from your savings account to an account in Miami. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Urgent notification from Chase bank's fraud prevention department. We detected a suspicious wire transfer of 6,150 dollars from your savings account to an account in New York. If you did not authorize this, press one immediately to be connected to a fraud specialist to reverse the charge.",Fraud
"Alert! Your bank account ending in 8899 has been compromised due to a security breach. A transaction of 4,900 dollars was initiated in London. To secure your funds, please verify your bank routing number and credentials immediately.",Fraud
